Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot10,"captainfoam",normal,71,Active,"Crates Outside of Scav Bunker","Crates Outside of Scav Bunker: Objective #1","1","11:07:53","N/A",
Bot14,"5o2",normal,11,Pending,"Sanitary Standards - Part 1","Zone pumproom","1","11:07:55","N/A",
Bot13,"captainfoam",normal,23,Active,"Farming - Part 1","Zone place_SADOVOD_01_1","2","11:07:55","N/A",
