Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot26,"Clerance",normal,12,Completed,"Садоводство - Часть 1","Zone place_SADOVOD_01_2","2","16:20:59","16:21:25",
Bot26,"Clerance",normal,12,Failed,"Садоводство - Часть 1","Zone place_SADOVOD_01_1","1","16:21:30","16:21:51",
