Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot3,"ChiNoel",normal,9,Completed,"Goshan Loading Corridor","Goshan Loading Corridor: Objective #5","1","14:43:02","14:47:53",
Bot3,"ChiNoel",normal,9,Pending,"Goshan Food Spawns","Goshan Food Spawns: Objective #1","1","14:47:58","N/A",
Bot3,"ChiNoel",normal,9,Pending,"Goshan Food Spawns","Goshan Food Spawns: Objective #3","1","14:48:19","N/A",
Bot3,"ChiNoel",normal,9,Pending,"Goshan Food Spawns","Goshan Food Spawns: Objective #2","1","14:48:39","N/A",
Bot3,"ChiNoel",normal,9,Completed,"Goshan Loading Corridor","Goshan Loading Corridor: Objective #7","1","14:49:01","14:49:18",
Bot3,"ChiNoel",normal,9,Completed,"Goshan Loading Corridor","Goshan Loading Corridor: Objective #6","1","14:49:23","14:49:41",
Bot3,"ChiNoel",normal,9,Completed,"East Wall Container","East Wall Container: Objective #1","1","14:49:46","14:51:48",
Bot9,"Иржан Кочерга (Jester_Stacks)",normal,1,Completed,"Power Station Stashes","Power Station Stashes: Objective #3","1","14:40:41","14:40:56",
Bot9,"Иржан Кочерга (Jester_Stacks)",normal,1,Completed,"Power Station Stashes","Power Station Stashes: Objective #4","1","14:41:01","14:41:19",
Bot9,"Иржан Кочерга (Jester_Stacks)",normal,1,Completed,"Power Station Stashes","Power Station Stashes: Objective #1","1","14:41:24","14:41:46",
Bot9,"Иржан Кочерга (Jester_Stacks)",normal,1,Completed,"Power Station Stashes","Power Station Stashes: Objective #2","1","14:41:51","14:42:12",
Bot9,"Иржан Кочерга (Jester_Stacks)",normal,1,Completed,"Power Station Switch","Power Station Switch: Objective #1","2","14:42:17","14:42:44",
Bot9,"Иржан Кочерга (Jester_Stacks)",normal,1,Pending,"IDEA North Bus","IDEA North Bus: Objective #1","1","14:42:49","N/A",
Bot19,"PreyToLive",normal,18,Completed,"Распродажа","Zone place_SALE_03_KOSTIN","1","14:43:20","14:48:14",
Bot19,"PreyToLive",normal,18,Completed,"Распродажа","Zone place_SALE_03_TREND","1","14:48:19","14:49:13",
Bot19,"PreyToLive",normal,18,Completed,"Распродажа","Zone place_SALE_03_DINO","1","14:49:18","14:49:50",
Bot19,"PreyToLive",normal,18,Completed,"Распродажа","Zone place_SALE_03_TOPBRAND","1","14:49:55","14:50:35",
Bot19,"PreyToLive",normal,18,Completed,"Распродажа","Zone place_SALE_03_AVOKADO","1","14:50:40","14:51:17",
Bot19,"PreyToLive",normal,18,Completed,"Goshan South Office","Goshan South Office: Objective #2","1","14:51:22","14:52:02",
Bot19,"PreyToLive",normal,18,Completed,"Goshan South Office","Goshan South Office: Objective #1","3","14:52:07","14:52:41",
Bot19,"PreyToLive",normal,18,Failed,"KIBA","KIBA: Objective #1","1","14:52:46","14:53:38",
Bot19,"PreyToLive",normal,18,Active,"Mantis","Mantis: Objective #4","1","14:53:43","N/A",
Bot24,"BrandoTheDev",normal,11,Completed,"IDEA Showroom","IDEA Showroom: Objective #6","1","14:51:24","14:52:39",
Bot24,"BrandoTheDev",normal,11,Pending,"IDEA Showroom","IDEA Showroom: Objective #5","1","14:52:44","N/A",
Bot25,"Glukhar_111",normal,23,Pending,"Pharmacy","Pharmacy: Objective #1","1","14:51:25","N/A",
