Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot21,"Rena-chan",normal,10,Active,"Санэпиднадзор - Часть 1","Zone pumproom","1","22:13:45","N/A",
Bot22,"Tron",normal,13,Completed,"Скаут","Zone place_pacemaker_SCOUT_01","1","22:13:45","22:13:53",
Bot22,"Tron",normal,13,Pending,"Скаут","Zone place_pacemaker_SCOUT_04","1","22:13:58","N/A",
