Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot1,"Hicchy",normal,4,Completed,"3rd Floor Office Rush","3rd Floor Office Rush: Objective #1","2","20:38:06","20:38:45",
Bot1,"Hicchy",normal,4,Completed,"3rd Floor Office Rush","3rd Floor Office Rush: Objective #2","4","20:38:46","20:39:55",
Bot1,"Hicchy",normal,4,Active,"3rd Floor Hallway","3rd Floor Hallway: Objective #1","1","20:40:00","N/A",
