Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot1,"nohurry",normal,3,Completed,"Forklift","Forklift: Objective #1","1","14:44:06","14:44:15",
Bot1,"nohurry",normal,3,Failed,"Spawn Rush","Spawn Rush: Objective #1","1","14:44:20","14:44:58",
