Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot12,"pitAlex",normal,22,Failed,"Садоводство - Часть 1","Zone place_SADOVOD_01_1","1","14:58:35","14:58:45",
Bot13,"Victor_Two",normal,10,Active,"Посылка из прошлого","Zone case_extraction","1","15:01:11","N/A",
