Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot9,"Lave",normal,14,Completed,"3rd Floor Office Rush","3rd Floor Office Rush: Objective #1","2","20:36:47","20:37:10",
Bot9,"Lave",normal,14,Active,"3rd Floor Office Rush","3rd Floor Office Rush: Objective #2","4","20:37:11","N/A",
