Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot13,"Faupi",normal,22,Completed,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #7","1","14:08:46","14:09:15",
Bot13,"Faupi",normal,22,Completed,"Глаз орла","Item SAS диск с беспилотника №1","1","14:09:20","14:09:53",
Bot13,"Faupi",normal,22,Completed,"Глаз орла","Zone place_peacemaker_004_N1","1","14:09:58","14:10:07",
Bot13,"Faupi",normal,22,Completed,"Глаз орла","Item SAS диск с беспилотника №2","1","14:10:12","14:16:08",
Bot13,"Faupi",normal,22,Failed,"Путевка в Санаторий - Часть 4","Zone place_peacemaker_008_4_N2","1","14:16:13","14:18:25",
Bot13,"Faupi",normal,22,Completed,"Путевка в Санаторий - Часть 4","Zone place_peacemaker_008_4_N1","1","14:18:30","14:20:37",
Bot13,"Faupi",normal,22,Completed,"Груз X - Часть 2","Zone place_peacemaker_009_2","1","14:20:42","14:21:03",
Bot13,"Faupi",normal,22,Completed,"Мокрое дело - Часть 5","Item Рабочий жесткий диск","1","14:21:08","14:21:34",
Bot13,"Faupi",normal,22,Completed,"Секта - Часть 2","Zone place_peacemaker_007_2_N3","1","14:21:39","14:21:55",
Bot13,"Faupi",normal,22,Active,"Витамины - Часть 1","Item Химический контейнер №1","1","14:22:00","N/A",
Bot14,"职业玩家",normal,21,Pending,"Груз X - Часть 2","Item Защищенный кейс для документов 0013","1","14:06:04","N/A",
Bot17,"Logical Solutions",normal,25,Failed,"«‎Выгодная»‎ сделка","Zone q14_11_jeep","1","14:06:11","14:11:29",
Bot18,"hacker228",normal,9,Failed,"Village","Village: Objective #1","1","14:06:11","14:09:32",
Bot19,"bluehead",normal,24,Failed,"«‎Выгодная»‎ сделка","Zone q14_11_jeep","1","14:06:11","14:07:58",
Bot16,"Lacyway",normal,13,Completed,"Секта - Часть 1","Zone place_peacemaker_007_1_N1","1","14:06:12","14:06:29",
Bot16,"Lacyway",normal,13,Failed,"Груз X - Часть 3","Zone place_peacemaker_009_3_N1","1","14:06:34","14:09:31",
Bot31,"Армен Петух (kmyuhkyuk)",normal,1,Pending,"West Cottage","West Cottage: Objective #1","1","14:20:42","N/A",
Bot38,"Баха Удмурт (FlashMode)",normal,1,Completed,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #4","1","14:27:30","14:28:18",
Bot38,"Баха Удмурт (FlashMode)",normal,1,Completed,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #5","1","14:28:23","14:28:32",
Bot38,"Баха Удмурт (FlashMode)",normal,1,Completed,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #7","1","14:28:37","14:28:48",
Bot38,"Баха Удмурт (FlashMode)",normal,1,Completed,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #8","1","14:28:53","14:28:53",
Bot38,"Баха Удмурт (FlashMode)",normal,1,Completed,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #6","1","14:28:58","14:29:02",
Bot38,"Баха Удмурт (FlashMode)",normal,1,Completed,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #9","1","14:29:07","14:29:17",
Bot38,"Баха Удмурт (FlashMode)",normal,1,Completed,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #3","1","14:29:23","14:30:00",
Bot38,"Баха Удмурт (FlashMode)",normal,1,Completed,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #2","1","14:30:05","14:30:16",
Bot38,"Баха Удмурт (FlashMode)",normal,1,Pending,"Resort West Wing 1st Floor","Resort West Wing 1st Floor: Objective #1","1","14:30:21","N/A",
Bot38,"Баха Удмурт (FlashMode)",normal,1,Pending,"Resort West Wing 1st Floor","Resort West Wing 1st Floor: Objective #2","1","14:31:08","N/A",
Bot38,"Баха Удмурт (FlashMode)",normal,1,Pending,"Resort West Wing 1st Floor","Resort West Wing 1st Floor: Objective #3","1","14:31:30","N/A",
Bot38,"Баха Удмурт (FlashMode)",normal,1,Pending,"Resort West Wing 1st Floor","Resort West Wing 1st Floor: Objective #4","1","14:31:50","N/A",
Bot38,"Баха Удмурт (FlashMode)",normal,1,Completed,"Resort East Wing 2nd Floor","Resort East Wing 2nd Floor: Objective #2","1","14:32:24","14:32:27",
Bot38,"Баха Удмурт (FlashMode)",normal,1,Completed,"Resort East Wing 2nd Floor","Resort East Wing 2nd Floor: Objective #3","1","14:32:32","14:32:37",
Bot38,"Баха Удмурт (FlashMode)",normal,1,Completed,"Resort East Wing 2nd Floor","Resort East Wing 2nd Floor: Objective #1","1","14:32:42","14:32:57",
Bot38,"Баха Удмурт (FlashMode)",normal,1,Completed,"Resort East Wing 2nd Floor","Resort East Wing 2nd Floor: Objective #4","1","14:33:02","14:33:22",
Bot38,"Баха Удмурт (FlashMode)",normal,1,Completed,"Resort East Wing 2nd Floor","Resort East Wing 2nd Floor: Objective #5","1","14:33:27","14:33:44",
Bot38,"Баха Удмурт (FlashMode)",normal,1,Pending,"Resort East Wing 2nd Floor","Resort East Wing 2nd Floor: Objective #7","1","14:33:49","N/A",
